,MiTFg,NGFR,Sox10,AXL,timepoint_id,Timepoint,drug_id,Drugs,dose_id,Doses,Rep
6315,3.613256868,2.948649645,3.573002433,3.613673964,1,0.5 h,1,Vem,2,0.1 uM,1
6316,3.562532051,2.913721999,3.565089722,3.689102859,1,0.5 h,1,Vem,2,0.1 uM,1
6317,3.912944963,2.902050197,3.702983591,3.582432874,1,0.5 h,1,Vem,2,0.1 uM,1
6318,3.944243105,2.971575212,3.601371969,3.207317139,1,0.5 h,1,Vem,2,0.1 uM,1
6319,4.015721434,3.269460267,3.786843727,3.405488376,1,0.5 h,1,Vem,2,0.1 uM,1
6320,3.684105808,2.893136922,3.763579503,3.351800151,1,0.5 h,1,Vem,2,0.1 uM,1
6321,3.8435565,3.016945664,3.467603992,3.523441508,1,0.5 h,1,Vem,2,0.1 uM,1
6322,3.698553226,2.90296855,3.695608972,3.341161394,1,0.5 h,1,Vem,2,0.1 uM,1
6323,3.72196961,3.008506652,3.638619836,3.669358116,1,0.5 h,1,Vem,2,0.1 uM,1
6324,3.991004656,3.162930532,3.679439508,3.679838754,1,0.5 h,1,Vem,2,0.1 uM,1
6325,3.644942817,2.779456066,3.566787075,3.765101889,1,0.5 h,1,Vem,2,0.1 uM,1
6326,3.801104881,3.023255166,3.788926659,3.661343895,1,0.5 h,1,Vem,2,0.1 uM,1
6327,3.642358653,2.797367408,3.690876442,3.550197909,1,0.5 h,1,Vem,2,0.1 uM,1
6328,3.628689854,2.975827107,3.785132262,3.444927987,1,0.5 h,1,Vem,2,0.1 uM,1
6329,3.535743009,2.973047479,3.762259987,3.670604853,1,0.5 h,1,Vem,2,0.1 uM,1
6330,3.601205592,2.935542183,3.550094195,3.686081219,1,0.5 h,1,Vem,2,0.1 uM,1
6331,3.766777569,2.981860953,3.736104777,3.474935186,1,0.5 h,1,Vem,2,0.1 uM,1
6332,3.823840005,2.976294437,3.736692775,3.439156346,1,0.5 h,1,Vem,2,0.1 uM,1
6333,3.448529283,3.11242511,3.612871167,3.797167987,1,0.5 h,1,Vem,2,0.1 uM,1
6334,4.067085227,3.204874903,3.931529489,3.706581531,1,0.5 h,1,Vem,2,0.1 uM,1
6335,3.870844891,3.217256137,3.705291195,4.111231332,1,0.5 h,1,Vem,2,0.1 uM,1
6336,3.868328711,2.959337027,3.647838304,3.652772533,1,0.5 h,1,Vem,2,0.1 uM,1
6337,3.724419112,2.995591733,3.650337886,3.568440099,1,0.5 h,1,Vem,2,0.1 uM,1
6338,3.972543301,3.096234207,3.722899984,3.447629122,1,0.5 h,1,Vem,2,0.1 uM,1
6339,3.511397287,2.880212622,3.582285509,3.770146861,1,0.5 h,1,Vem,2,0.1 uM,1
6340,3.924039488,3.307320115,3.716493788,3.756276467,1,0.5 h,1,Vem,2,0.1 uM,1
6341,3.857054424,3.018064015,3.637844795,3.421656508,1,0.5 h,1,Vem,2,0.1 uM,1
6342,3.543343435,3.163720217,3.506992185,3.785163727,1,0.5 h,1,Vem,2,0.1 uM,1
6343,3.782832995,3.252437195,3.595875059,3.864544861,1,0.5 h,1,Vem,2,0.1 uM,1
6344,3.906527037,3.044950728,3.578569646,3.595740981,1,0.5 h,1,Vem,2,0.1 uM,1
6345,3.945009498,3.06382343,3.870285691,3.918864331,1,0.5 h,1,Vem,2,0.1 uM,1
6346,3.675494477,3.053562175,3.592017158,3.725359207,1,0.5 h,1,Vem,2,0.1 uM,1
6347,3.947225325,3.283691635,3.622488761,3.66842498,1,0.5 h,1,Vem,2,0.1 uM,1
6348,3.770600347,3.334516484,3.880623202,3.822045566,1,0.5 h,1,Vem,2,0.1 uM,1
6349,3.978870347,3.115846543,3.82805831,3.945188419,1,0.5 h,1,Vem,2,0.1 uM,1
6350,3.631435141,3.014160882,3.467464402,3.675511576,1,0.5 h,1,Vem,2,0.1 uM,1
6351,3.954350974,3.230107247,3.91842347,3.697894594,1,0.5 h,1,Vem,2,0.1 uM,1
6352,3.81444622,2.990693318,3.632647718,3.544303503,1,0.5 h,1,Vem,2,0.1 uM,1
6353,3.566921997,3.070838939,3.524643883,3.889810539,1,0.5 h,1,Vem,2,0.1 uM,1
6354,3.587246204,2.986823105,3.639744301,3.653575337,1,0.5 h,1,Vem,2,0.1 uM,1
6355,3.875714156,3.234358344,3.800376236,3.635350295,1,0.5 h,1,Vem,2,0.1 uM,1
6356,3.967735035,3.077305273,3.642239106,3.699412822,1,0.5 h,1,Vem,2,0.1 uM,1
6357,3.482757967,2.93998876,3.438485608,3.681991428,1,0.5 h,1,Vem,2,0.1 uM,1
6358,4.33190995,2.967513394,3.991365619,3.634413631,1,0.5 h,1,Vem,2,0.1 uM,1
6359,3.805057899,2.552708148,3.628399064,3.290018904,1,0.5 h,1,Vem,2,0.1 uM,1
6360,3.763593379,2.947300345,3.840372821,3.401933779,1,0.5 h,1,Vem,2,0.1 uM,1
6361,3.722438543,3.046606852,3.625535446,3.621845739,1,0.5 h,1,Vem,2,0.1 uM,1
6362,3.829745946,2.924503257,3.725298708,3.604592745,1,0.5 h,1,Vem,2,0.1 uM,1
6363,3.888011377,3.021662136,3.892802077,3.516355568,1,0.5 h,1,Vem,2,0.1 uM,1
6364,3.747541847,2.888376343,3.724116653,3.501736847,1,0.5 h,1,Vem,2,0.1 uM,1
6365,3.804783958,3.151975574,3.787463412,3.601879861,1,0.5 h,1,Vem,2,0.1 uM,1
6366,3.918223603,3.217798741,3.683036433,3.795214332,1,0.5 h,1,Vem,2,0.1 uM,1
6367,3.554762977,2.913994296,3.556021556,3.414316895,1,0.5 h,1,Vem,2,0.1 uM,1
6368,3.634446287,2.956944171,3.657746235,3.482484145,1,0.5 h,1,Vem,2,0.1 uM,1
6369,3.81981035,3.032561599,3.678438751,3.294334966,1,0.5 h,1,Vem,2,0.1 uM,1
6370,3.565549025,3.024118004,3.795505715,3.855246407,1,0.5 h,1,Vem,2,0.1 uM,1
6371,3.963447674,3.158063543,3.788811041,4.04847793,1,0.5 h,1,Vem,2,0.1 uM,1
6372,3.692633978,3.181096096,3.576495339,3.762539569,1,0.5 h,1,Vem,2,0.1 uM,1
6373,3.907897466,3.176959603,3.913849574,3.729180032,1,0.5 h,1,Vem,2,0.1 uM,1
6374,3.678633531,3.052431011,3.731926671,3.693179802,1,0.5 h,1,Vem,2,0.1 uM,1
6375,3.367693663,2.820542132,3.495737086,3.611643122,1,0.5 h,1,Vem,2,0.1 uM,1
6376,3.494057145,2.989453217,3.601831539,3.661272795,1,0.5 h,1,Vem,2,0.1 uM,1
6377,3.64551185,2.964475399,3.623343625,3.716304585,1,0.5 h,1,Vem,2,0.1 uM,1
6378,3.643440421,3.00253339,3.733532009,3.303487289,1,0.5 h,1,Vem,2,0.1 uM,1
6379,3.915846325,3.234517176,3.697933695,3.887240431,1,0.5 h,1,Vem,2,0.1 uM,1
6380,3.910267439,3.142345311,3.622140475,3.627916109,1,0.5 h,1,Vem,2,0.1 uM,1
6381,3.975864113,3.146806123,3.891230699,3.614793901,1,0.5 h,1,Vem,2,0.1 uM,1
6382,3.842376563,3.113037638,3.733710249,3.638990191,1,0.5 h,1,Vem,2,0.1 uM,1
6383,3.588925886,2.937421407,3.659468414,3.840429731,1,0.5 h,1,Vem,2,0.1 uM,1
6384,3.690570247,2.961289914,3.71402905,3.795026596,1,0.5 h,1,Vem,2,0.1 uM,1
6385,3.747512459,3.129776091,3.840382427,3.496234671,1,0.5 h,1,Vem,2,0.1 uM,1
6386,4.078593573,3.113317875,3.893001146,3.543373442,1,0.5 h,1,Vem,2,0.1 uM,1
6387,3.805740514,2.910035164,3.843141093,3.538862115,1,0.5 h,1,Vem,2,0.1 uM,1
6388,3.67013146,3.089268974,3.621893878,3.564462774,1,0.5 h,1,Vem,2,0.1 uM,1
6389,3.793729483,2.944496667,3.774369214,3.461404199,1,0.5 h,1,Vem,2,0.1 uM,1
6390,3.726681455,2.943354718,3.64119676,3.600506164,1,0.5 h,1,Vem,2,0.1 uM,1
6391,3.914439485,3.027316319,3.874702839,3.644976969,1,0.5 h,1,Vem,2,0.1 uM,1
6392,3.621615998,2.904370505,3.636606958,3.433365518,1,0.5 h,1,Vem,2,0.1 uM,1
6393,3.625148248,2.863970517,3.686068739,3.250542462,1,0.5 h,1,Vem,2,0.1 uM,1
6394,3.73666042,3.058042126,3.712350256,3.700928669,1,0.5 h,1,Vem,2,0.1 uM,1
6395,3.567192744,2.693569125,3.643069231,3.512480858,1,0.5 h,1,Vem,2,0.1 uM,1
6396,3.747991175,3.048114238,3.607562236,3.610101543,1,0.5 h,1,Vem,2,0.1 uM,1
6397,3.802244681,3.193107429,3.716444068,3.6760309,1,0.5 h,1,Vem,2,0.1 uM,1
6398,3.751767903,2.976054442,3.670868879,3.757102879,1,0.5 h,1,Vem,2,0.1 uM,1
6399,3.764139516,2.998245145,3.929559113,3.685838283,1,0.5 h,1,Vem,2,0.1 uM,1
6400,3.735908402,2.998255527,3.684796128,3.556031726,1,0.5 h,1,Vem,2,0.1 uM,1
6401,3.611861758,3.109607261,3.666608601,3.730756391,1,0.5 h,1,Vem,2,0.1 uM,1
6402,3.632206861,2.976313169,3.690923937,3.674263978,1,0.5 h,1,Vem,2,0.1 uM,1
6403,3.741031656,3.10742344,3.74780787,3.695957784,1,0.5 h,1,Vem,2,0.1 uM,1
6404,3.852070873,3.038867789,3.800934767,3.661187806,1,0.5 h,1,Vem,2,0.1 uM,1
6405,3.369091954,2.9891256,3.546064153,3.81190966,1,0.5 h,1,Vem,2,0.1 uM,1
6406,3.350139614,2.847313191,3.374808796,3.66519156,1,0.5 h,1,Vem,2,0.1 uM,1
6407,3.465849037,3.025592887,3.667567266,3.951387982,1,0.5 h,1,Vem,2,0.1 uM,1
6408,3.869779319,3.159888188,3.703213127,3.399130634,1,0.5 h,1,Vem,2,0.1 uM,1
6409,3.985237425,2.968504384,3.678911142,3.549728117,1,0.5 h,1,Vem,2,0.1 uM,1
6410,3.763370947,3.007100766,3.750555305,3.697666013,1,0.5 h,1,Vem,2,0.1 uM,1
6411,3.826297109,3.050965799,3.564116272,3.368585655,1,0.5 h,1,Vem,2,0.1 uM,1
6412,3.721339918,2.989289957,3.637814274,3.701106356,1,0.5 h,1,Vem,2,0.1 uM,1
6413,3.729603907,3.05296194,3.725401129,3.572796009,1,0.5 h,1,Vem,2,0.1 uM,1
6414,3.652276346,3.166238162,3.67965286,3.43322235,1,0.5 h,1,Vem,2,0.1 uM,1
6415,4.016316385,2.812199538,3.653963409,3.411533099,1,0.5 h,1,Vem,2,0.1 uM,1
6416,3.972174247,3.106961733,3.82454449,3.718102775,1,0.5 h,1,Vem,2,0.1 uM,1
6417,3.963009322,3.06505394,3.815141429,3.689397644,1,0.5 h,1,Vem,2,0.1 uM,1
6418,3.789701134,3.041014715,3.86059469,3.511870841,1,0.5 h,1,Vem,2,0.1 uM,1
6419,3.858564272,2.974967547,3.664528378,3.477402577,1,0.5 h,1,Vem,2,0.1 uM,1
6420,3.732481513,3.08315822,3.600212397,3.609424329,1,0.5 h,1,Vem,2,0.1 uM,1
6421,3.865689161,2.914120062,3.777369413,3.576170059,1,0.5 h,1,Vem,2,0.1 uM,1
6422,3.472785415,2.941557995,3.670688358,3.686664829,1,0.5 h,1,Vem,2,0.1 uM,1
6423,3.877129894,3.06114944,3.622921966,3.705595071,1,0.5 h,1,Vem,2,0.1 uM,1
6424,3.573315198,2.972733753,3.442045054,3.492923008,1,0.5 h,1,Vem,2,0.1 uM,1
6425,3.950586687,3.294613392,3.680614709,4.020456904,1,0.5 h,1,Vem,2,0.1 uM,1
6426,3.519640687,2.966510206,3.526454775,3.687121499,1,0.5 h,1,Vem,2,0.1 uM,1
6427,3.834107038,3.069241488,3.808592858,3.695202414,1,0.5 h,1,Vem,2,0.1 uM,1
6428,3.771479911,2.95174726,3.608665991,3.719639262,1,0.5 h,1,Vem,2,0.1 uM,1
6429,3.61909445,3.190712678,3.527224115,3.374814273,1,0.5 h,1,Vem,2,0.1 uM,1
6430,4.043886737,2.906267246,3.734043845,3.346123083,1,0.5 h,1,Vem,2,0.1 uM,1
6431,3.629238042,3.115959183,3.673926389,3.553796562,1,0.5 h,1,Vem,2,0.1 uM,1
6432,3.634858699,3.025135911,3.720654864,3.983992124,1,0.5 h,1,Vem,2,0.1 uM,1
6433,3.556018757,2.915162557,3.757846495,3.875910259,1,0.5 h,1,Vem,2,0.1 uM,1
6434,3.708317693,2.950297326,3.572413921,3.497927723,1,0.5 h,1,Vem,2,0.1 uM,1
6435,3.904819659,3.147613822,3.801845106,3.557930251,1,0.5 h,1,Vem,2,0.1 uM,1
6436,3.716981097,3.048346947,3.8362966,3.491267184,1,0.5 h,1,Vem,2,0.1 uM,1
6437,3.677658031,3.089293361,3.721261283,3.595776064,1,0.5 h,1,Vem,2,0.1 uM,1
6438,3.495222624,2.763959297,3.432736983,3.683798252,1,0.5 h,1,Vem,2,0.1 uM,1
6439,3.80757887,2.9457029,3.736343705,3.165043461,1,0.5 h,1,Vem,2,0.1 uM,1
6440,3.633695359,2.902637387,3.518594344,3.626256588,1,0.5 h,1,Vem,2,0.1 uM,1
6441,3.84282137,2.868032381,3.662200746,3.544937613,1,0.5 h,1,Vem,2,0.1 uM,1
6442,3.705684561,2.989030618,3.739944498,3.596343251,1,0.5 h,1,Vem,2,0.1 uM,1
6443,3.808525682,2.99450682,3.6404202,3.707131515,1,0.5 h,1,Vem,2,0.1 uM,1
6444,4.080044079,3.108202147,3.886272605,3.620612591,1,0.5 h,1,Vem,2,0.1 uM,1
6445,4.049729053,3.307486767,3.81395435,3.582807754,1,0.5 h,1,Vem,2,0.1 uM,1
6446,3.996414553,2.918374153,3.720999893,3.501389454,1,0.5 h,1,Vem,2,0.1 uM,1
6447,3.734975563,3.020542032,3.626644635,3.4493783,1,0.5 h,1,Vem,2,0.1 uM,1
6448,3.669269971,3.127306575,3.753686517,3.833340326,1,0.5 h,1,Vem,2,0.1 uM,1
6449,3.654042078,3.177881404,3.56566935,3.572336234,1,0.5 h,1,Vem,2,0.1 uM,1
6450,3.351734467,2.945790299,3.532162247,3.673966916,1,0.5 h,1,Vem,2,0.1 uM,1
6451,3.555856416,3.177929938,3.750125703,3.675548776,1,0.5 h,1,Vem,2,0.1 uM,1
6452,3.563732084,3.057927582,3.564901815,3.495035887,1,0.5 h,1,Vem,2,0.1 uM,1
6453,3.782487217,2.799277799,3.562992067,3.466283769,1,0.5 h,1,Vem,2,0.1 uM,1
6454,3.972506522,3.085300523,3.962124098,3.642308595,1,0.5 h,1,Vem,2,0.1 uM,1
6455,3.759395576,2.990720891,3.701780426,3.53581755,1,0.5 h,1,Vem,2,0.1 uM,1
6456,3.358460815,3.056445349,3.388764922,3.658138539,1,0.5 h,1,Vem,2,0.1 uM,1
6457,3.90823252,3.138672294,3.686222928,3.56041932,1,0.5 h,1,Vem,2,0.1 uM,1
6458,3.776780729,3.231087505,3.722624599,3.672871243,1,0.5 h,1,Vem,2,0.1 uM,1
6459,3.781920869,2.998857624,3.69813796,3.293278434,1,0.5 h,1,Vem,2,0.1 uM,1
6460,3.626137651,2.975161813,3.647135621,3.291483585,1,0.5 h,1,Vem,2,0.1 uM,1
6461,3.926578871,3.100154259,3.888152116,3.524757839,1,0.5 h,1,Vem,2,0.1 uM,1
6462,3.670374383,3.220393395,3.650857296,3.749030378,1,0.5 h,1,Vem,2,0.1 uM,1
6463,3.897323606,3.043832714,3.695925321,3.428231287,1,0.5 h,1,Vem,2,0.1 uM,1
6464,3.750842018,3.185103927,3.673107777,3.830863419,1,0.5 h,1,Vem,2,0.1 uM,1
6465,3.534320582,2.896648268,3.460949119,3.321073343,1,0.5 h,1,Vem,2,0.1 uM,1
6466,3.783783412,3.108179944,3.812447088,3.589695357,1,0.5 h,1,Vem,2,0.1 uM,1
6467,3.810727942,3.150824254,3.744686194,3.524253896,1,0.5 h,1,Vem,2,0.1 uM,1
6468,3.793876801,3.102219273,3.723901254,3.364805901,1,0.5 h,1,Vem,2,0.1 uM,1
6469,3.623796388,2.993733762,3.56255904,3.77993814,1,0.5 h,1,Vem,2,0.1 uM,1
6470,3.937203121,3.139995614,3.699127201,3.502965616,1,0.5 h,1,Vem,2,0.1 uM,1
6471,3.754052872,2.949190527,3.656533102,3.658252473,1,0.5 h,1,Vem,2,0.1 uM,1
6472,3.943602966,3.096383268,3.880302487,3.50359069,1,0.5 h,1,Vem,2,0.1 uM,1
6473,3.993034502,3.16909425,3.774381773,3.515647435,1,0.5 h,1,Vem,2,0.1 uM,1
6474,3.905032544,2.982641816,3.664744286,3.468181402,1,0.5 h,1,Vem,2,0.1 uM,1
6475,3.954741244,3.082374603,3.735893463,3.618059058,1,0.5 h,1,Vem,2,0.1 uM,1
6476,3.951805283,3.142235985,3.60808405,3.605103814,1,0.5 h,1,Vem,2,0.1 uM,1
6477,3.751693563,2.926755757,3.696537756,3.385705481,1,0.5 h,1,Vem,2,0.1 uM,1
6478,3.505838294,2.972903674,3.680107019,3.450422226,1,0.5 h,1,Vem,2,0.1 uM,1
6479,3.734706393,2.767640548,3.663142471,3.594008114,1,0.5 h,1,Vem,2,0.1 uM,1
6480,3.99657416,3.216252625,3.977613207,4.089783858,1,0.5 h,1,Vem,2,0.1 uM,1
6481,3.799558221,3.008604208,3.62767385,3.612055666,1,0.5 h,1,Vem,2,0.1 uM,1
6482,3.715023921,3.099463994,3.757922056,3.726999504,1,0.5 h,1,Vem,2,0.1 uM,1
6483,3.596535824,2.93472081,3.471170072,3.758620699,1,0.5 h,1,Vem,2,0.1 uM,1
6484,3.864749924,3.157574972,3.684416828,3.72115706,1,0.5 h,1,Vem,2,0.1 uM,1
6485,3.76591017,2.831525709,3.537650527,3.52291733,1,0.5 h,1,Vem,2,0.1 uM,1
6486,3.761955729,2.893447657,3.791789054,3.378365784,1,0.5 h,1,Vem,2,0.1 uM,1
6487,4.054276159,3.311068296,3.727498534,3.69474571,1,0.5 h,1,Vem,2,0.1 uM,1
6488,3.932951894,3.024561115,3.775634721,3.738308038,1,0.5 h,1,Vem,2,0.1 uM,1
6489,3.673478992,3.000932426,3.522553537,3.599349689,1,0.5 h,1,Vem,2,0.1 uM,1
6490,3.774254386,2.871410599,3.691767483,3.642608801,1,0.5 h,1,Vem,2,0.1 uM,1
6491,3.77984868,3.167259656,3.694227867,3.520050691,1,0.5 h,1,Vem,2,0.1 uM,1
6492,3.664703972,3.031293366,3.465108787,3.653853525,1,0.5 h,1,Vem,2,0.1 uM,1
6493,3.544543455,2.978323437,3.703762753,3.770393591,1,0.5 h,1,Vem,2,0.1 uM,1
6494,4.075712312,3.076148124,3.813836798,3.7677494,1,0.5 h,1,Vem,2,0.1 uM,1
6495,3.344253579,3.066270191,3.47718467,3.930571743,1,0.5 h,1,Vem,2,0.1 uM,1
6496,3.530809001,2.971896776,3.665990737,3.648817674,1,0.5 h,1,Vem,2,0.1 uM,1
6497,3.911422592,3.296468711,3.825866935,3.560922805,1,0.5 h,1,Vem,2,0.1 uM,1
6498,4.019184774,3.1268868,3.782864255,3.586972807,1,0.5 h,1,Vem,2,0.1 uM,1
6499,3.560753531,2.890095429,3.499764184,3.834116867,1,0.5 h,1,Vem,2,0.1 uM,1
6500,3.488664238,3.074255264,3.579720397,3.404939513,1,0.5 h,1,Vem,2,0.1 uM,1
6501,3.760489376,2.964973222,3.83150988,3.813294114,1,0.5 h,1,Vem,2,0.1 uM,1
6502,3.428615726,2.991333615,3.412611398,3.592153273,1,0.5 h,1,Vem,2,0.1 uM,1
6503,3.703938787,2.820923485,3.664949395,3.673858248,1,0.5 h,1,Vem,2,0.1 uM,1
6504,3.973371614,2.902768422,3.691372504,3.560633968,1,0.5 h,1,Vem,2,0.1 uM,1
6505,3.740917481,3.195288479,3.466351191,3.554379099,1,0.5 h,1,Vem,2,0.1 uM,1
6506,4.029889118,3.312651138,3.925545426,3.730046033,1,0.5 h,1,Vem,2,0.1 uM,1
6507,3.782366979,2.993340469,3.779909957,3.814538972,1,0.5 h,1,Vem,2,0.1 uM,1
6508,3.693001981,2.946966229,3.636554698,3.358509702,1,0.5 h,1,Vem,2,0.1 uM,1
6509,3.61077504,2.906176555,3.587007028,3.544146358,1,0.5 h,1,Vem,2,0.1 uM,1
6510,3.686353875,3.135248634,3.653588896,3.715224814,1,0.5 h,1,Vem,2,0.1 uM,1
6511,4.005005764,3.067916092,3.656109443,3.141077771,1,0.5 h,1,Vem,2,0.1 uM,1
6512,3.598251448,2.902216387,3.588173361,3.511615438,1,0.5 h,1,Vem,2,0.1 uM,1
6513,3.614871169,2.629995877,3.560922821,3.381072915,1,0.5 h,1,Vem,2,0.1 uM,1
6514,3.703071458,2.912847612,3.760289728,3.635211573,1,0.5 h,1,Vem,2,0.1 uM,1
6515,3.908507113,3.159733861,3.784756019,3.688744968,1,0.5 h,1,Vem,2,0.1 uM,1
6516,3.818836953,3.270331346,3.87234504,3.604787881,1,0.5 h,1,Vem,2,0.1 uM,1
6517,3.968688029,3.074624506,3.746291174,3.576528844,1,0.5 h,1,Vem,2,0.1 uM,1
6518,3.726855252,2.961378493,3.6248859,3.869653645,1,0.5 h,1,Vem,2,0.1 uM,1
6519,3.770046614,3.018758717,3.736345274,3.333736867,1,0.5 h,1,Vem,2,0.1 uM,1
6520,4.059123538,3.066097378,3.745101473,3.502916744,1,0.5 h,1,Vem,2,0.1 uM,1
6521,3.855735473,2.951870478,3.674200218,3.769487902,1,0.5 h,1,Vem,2,0.1 uM,1
6522,3.695454351,2.955749607,3.605209135,3.750910129,1,0.5 h,1,Vem,2,0.1 uM,1
6523,3.870682438,3.091204667,3.678012784,3.425238752,1,0.5 h,1,Vem,2,0.1 uM,1
6524,3.993401559,3.357789853,3.703249726,3.656831078,1,0.5 h,1,Vem,2,0.1 uM,1
6525,4.041193881,3.1747007,3.797021769,3.73508065,1,0.5 h,1,Vem,2,0.1 uM,1
6526,3.538254608,3.105186894,3.644694332,3.803744488,1,0.5 h,1,Vem,2,0.1 uM,1
6527,4.012252429,2.921389155,3.684057785,3.583961207,1,0.5 h,1,Vem,2,0.1 uM,1
6528,3.564149597,2.89863392,3.560334656,3.614548094,1,0.5 h,1,Vem,2,0.1 uM,1
6529,3.935037666,2.821338068,3.717904434,3.666092797,1,0.5 h,1,Vem,2,0.1 uM,1
6530,3.716310877,3.08172008,3.602767297,3.598972044,1,0.5 h,1,Vem,2,0.1 uM,1
6531,3.551225546,2.955056293,3.527524229,3.56068931,1,0.5 h,1,Vem,2,0.1 uM,1
6532,3.992214634,3.104574931,3.686422659,3.772436807,1,0.5 h,1,Vem,2,0.1 uM,1
6533,3.98059617,3.16272272,3.697763312,3.704145183,1,0.5 h,1,Vem,2,0.1 uM,1
6534,3.73087768,3.493918565,3.960716609,3.769142156,1,0.5 h,1,Vem,2,0.1 uM,1
6535,3.743708691,3.016322959,3.626452146,3.718004999,1,0.5 h,1,Vem,2,0.1 uM,1
6536,3.644625092,2.859969816,3.570164321,3.904581707,1,0.5 h,1,Vem,2,0.1 uM,1
6537,3.743766151,2.879388106,3.621283438,3.743581009,1,0.5 h,1,Vem,2,0.1 uM,1
6538,3.810222134,2.905031031,3.72700288,3.698426773,1,0.5 h,1,Vem,2,0.1 uM,1
6539,3.701772311,3.189611035,3.645556397,3.780453497,1,0.5 h,1,Vem,2,0.1 uM,1
6540,3.733106933,3.069332616,3.661487435,3.750495648,1,0.5 h,1,Vem,2,0.1 uM,1
6541,3.68627742,3.054407671,3.774399464,3.471057251,1,0.5 h,1,Vem,2,0.1 uM,1
6542,3.731073528,3.14341031,3.484482103,3.766028299,1,0.5 h,1,Vem,2,0.1 uM,1
6543,3.954340202,3.149186963,3.820353515,3.649906317,1,0.5 h,1,Vem,2,0.1 uM,1
6544,3.636760412,2.899088363,3.651994798,3.353599086,1,0.5 h,1,Vem,2,0.1 uM,1
6545,3.97467055,3.182882313,3.756331644,3.961965088,1,0.5 h,1,Vem,2,0.1 uM,1
6546,3.661551569,3.119265453,3.686659228,3.848666161,1,0.5 h,1,Vem,2,0.1 uM,1
6547,3.820962095,3.079002641,3.740665534,3.743297291,1,0.5 h,1,Vem,2,0.1 uM,1
6548,3.831817556,3.125993449,3.72000188,3.638240052,1,0.5 h,1,Vem,2,0.1 uM,1
6549,3.83275594,3.025385526,3.838130054,3.71653062,1,0.5 h,1,Vem,2,0.1 uM,1
6550,4.030129744,3.129842236,3.861125895,3.337084536,1,0.5 h,1,Vem,2,0.1 uM,1
6551,3.942753195,3.03559791,3.847381537,3.440247405,1,0.5 h,1,Vem,2,0.1 uM,1
6552,3.745617144,3.057008367,3.712226012,3.753402988,1,0.5 h,1,Vem,2,0.1 uM,1
6553,3.715537195,3.039568389,3.692607879,3.819333063,1,0.5 h,1,Vem,2,0.1 uM,1
6554,3.552841449,2.95404563,3.554482733,3.475484574,1,0.5 h,1,Vem,2,0.1 uM,1
6555,3.700767773,3.014886178,3.618341799,3.689843805,1,0.5 h,1,Vem,2,0.1 uM,1
6556,3.889252893,2.981770195,3.645311052,3.849692989,1,0.5 h,1,Vem,2,0.1 uM,1
6557,3.536466173,3.064415373,3.732384215,3.366468662,1,0.5 h,1,Vem,2,0.1 uM,1
6558,3.727317394,2.996438249,3.687725492,3.594734092,1,0.5 h,1,Vem,2,0.1 uM,1
6559,3.939246711,3.038373149,3.725909077,3.520717642,1,0.5 h,1,Vem,2,0.1 uM,1
6560,3.643400618,3.085600401,3.695773506,3.827170038,1,0.5 h,1,Vem,2,0.1 uM,1
6561,3.846352124,3.337619051,3.780265694,3.843973919,1,0.5 h,1,Vem,2,0.1 uM,1
6562,4.177690326,3.347553706,3.81017898,3.354039134,1,0.5 h,1,Vem,2,0.1 uM,1
6563,3.99270764,2.878649188,3.645149058,3.823644767,1,0.5 h,1,Vem,2,0.1 uM,1
6564,3.724654731,3.118792715,3.614356541,3.797973527,1,0.5 h,1,Vem,2,0.1 uM,1
6565,3.648659281,3.054856155,3.724612958,3.542074101,1,0.5 h,1,Vem,2,0.1 uM,1
6566,3.61993333,2.958209657,3.610982258,3.535433972,1,0.5 h,1,Vem,2,0.1 uM,1
6567,3.745487498,2.960630638,3.615094021,3.711241952,1,0.5 h,1,Vem,2,0.1 uM,1
6568,3.844235982,3.046091026,3.621548897,3.521957763,1,0.5 h,1,Vem,2,0.1 uM,1
6569,3.823634674,2.920497491,3.756653089,3.813922169,1,0.5 h,1,Vem,2,0.1 uM,1
6570,3.719598753,3.002314099,3.708823005,3.531766525,1,0.5 h,1,Vem,2,0.1 uM,1
6571,3.871732117,2.951466011,3.726727136,3.603059665,1,0.5 h,1,Vem,2,0.1 uM,1
6572,3.475220185,2.972035405,3.65030361,3.338015702,1,0.5 h,1,Vem,2,0.1 uM,1
6573,3.95872625,3.057486803,3.838401215,3.825241912,1,0.5 h,1,Vem,2,0.1 uM,1
6574,4.052154481,3.308561163,3.675051751,3.646549203,1,0.5 h,1,Vem,2,0.1 uM,1
6575,3.320738603,2.834895382,3.534041923,3.536784752,1,0.5 h,1,Vem,2,0.1 uM,1
6576,3.876873954,3.206081728,3.806334563,3.714116469,1,0.5 h,1,Vem,2,0.1 uM,1
6577,4.204276138,3.32753736,3.779593968,3.687516885,1,0.5 h,1,Vem,2,0.1 uM,1
6578,3.780403914,3.078394908,3.642052554,3.925085338,1,0.5 h,1,Vem,2,0.1 uM,1
6579,3.531158823,3.048179049,3.603980712,3.606695049,1,0.5 h,1,Vem,2,0.1 uM,1
6580,3.684237317,2.825270898,3.650607607,3.59918285,1,0.5 h,1,Vem,2,0.1 uM,1
6581,3.960161524,3.058337635,3.903866463,3.551786005,1,0.5 h,1,Vem,2,0.1 uM,1
6582,3.340846461,2.838844351,3.462153856,3.55481514,1,0.5 h,1,Vem,2,0.1 uM,1
